Column1
Index_authors
Amendola C.
Antropov I.
Baffioni S.
Beaudette F.
Busson P.
Cadamuro L.
Charlot C.
Granier De Cassagnac R.
Jo M.
Kucher I.
Lisniak S.
Lobanov A.
Martin Blanco J.
Nguyen M.
Ochando C.
Ortona G.
Paganini P.
Pigard P.
Salerno R.
Sauvan J.B.
Sirois Y.
Stahl Leiton A.G.
Strebler T.
Yilmaz Y.
Zabi A.
Zghiche A.
Agram J.-L.
Andrea J.
Bloch D.
Brom J.-M.
Buttignol M.
Chabert E.C.
Collard C.
Conte E.
Coubez X.
Drouhin F.
Fontaine J.-C.
Gele D.
Goerlach U.
Jansova M.
Juillot P.
Le Bihan A.-C.
Tonon N.
Van Hove P.
Gadrat S.
Beauceron S.
Bernet C.
Boudoul G.
Chanon N.
Chierici R.
Contardo D.
Depasse P.
El Mamouni H.
Fay J.
Finco L.
Gascon S.
Gouzevitch M.
Grenier G.
Ille B.
Lagarde F.
Laktineh I.B.
Lethuillier M.
Mirabito L.
Pequegnot A.L.
Perries S.
Popov A.
Sordini V.
Vander Donckt M.
Viret S.
Toriashvili T.
Tsamalaidze Z.
Autermann C.
Feld L.
Kiesel M.K.
Klein K.
Lipinski M.
Preuten M.
Schomakers C.
Schulz J.
Teroerde M.
Wittmer B.
Zhukov V.
Albert A.
Duchardt D.
Endres M.
Erdmann M.
Erdweg S.
Esch T.
Fischer R.
Guth A.
Hebbeker T.
Heidemann C.
Hoepfner K.
Knutzen S.
Merschmeyer M.
Meyer A.
Millet P.
Mukherjee S.
Pook T.
Radziej M.
Reithler H.
Rieger M.
Scheuch F.
Teyssier D.
Thuer S.
Flugge G.
Kargoll B.
Kress T.
Kunsken A.
Muller T.
Nehrkorn A.
Nowack A.
Pistone C.
Pooth O.
Stahl A.
Aldaya Martin M.
Arndt T.
Asawatangtrakuldee C.
Beernaert K.
Behnke O.
Behrens U.
Bermudez Martinez A.
Bin Anuar A.A.
Borras K.
Botta V.
Campbell A.
Connor P.
Contreras-Campana C.
Costanza F.
Diez Pardos C.
Eckerlin G.
Eckstein D.
Eichhorn T.
Eren E.
Gallo E.
Garay Garcia J.
Geiser A.
Grados Luyando J.M.
Grohsjean A.
Gunnellini P.
Guthoff M.
Harb A.
Hauk J.
Hempel M.
Jung H.
Kasemann M.
Keaveney J.
Kleinwort C.
Korol I.
Krucker D.
Lange W.
Lelek A.
Lenz T.
Lipka K.
Lohmann W.
Mankel R.
Melzer-Pellmann I.-A.
Meyer A.B.
Missiroli M.
Mittag G.
Mnich J.
Mussgiller A.
Ntomari E.
Pitzl D.
Raspereza A.
Savitskyi M.
Saxena P.
Shevchenko R.
Stefaniuk N.
Van Onsem G.P.
Walsh R.
Wen Y.
Wichmann K.
Wissing C.
Zenaiev O.
Aggleton R.
Bein S.
Blobel V.
Centis Vignali M.
Dreyer T.
Garutti E.
Gonzalez D.
Haller J.
Hinzmann A.
Hoffmann M.
Karavdina A.
Klanner R.
Kogler R.
Kovalchuk N.
Kurz S.
Marconi D.
Meyer M.
Niedziela M.
Nowatschin D.
Pantaleo F.
Peiffer T.
Perieanu A.
Scharf C.
Schleper P.
Schmidt A.
Schumann S.
Schwandt J.
Sonneveld J.
Stadie H.
Steinbruck G.
Stober F.M.
Stover M.
Tholen H.
Troendle D.
Usai E.
Vanhoefer A.
Vormwald B.
Akbiyik M.
Barth C.
Baselga M.
Baur S.
Butz E.
Caspart R.
Chwalek T.
Colombo F.
De Boer W.
Dierlamm A.
Faltermann N.
Freund B.
Friese R.
Giffels M.
Harrendorf M.A.
Hartmann F.
Heindl S.M.
Husemann U.
Kassel F.
Kudella S.
Mildner H.
Mozer M.U.
Plagge M.
Quast G.
Rabbertz K.
Schroder M.
Shvetsov I.
Sieber G.
Simonis H.J.
Ulrich R.
Wayand S.
Weber M.
Weiler T.
Williamson S.
Wohrmann C.
Wolf R.
Anagnostou G.
Daskalakis G.
Geralis T.
Kyriakis A.
Loukas D.
Topsis-Giotis I.
Karathanasis G.
Kesisoglou S.
Panagiotou A.
Saoulidou N.
Tziaferi E.
Kousouris K.
Evangelou I.
Foudas C.
Gianneios P.
Katsoulis P.
Kokkas P.
Mallios S.
Manthos N.
Papadopoulos I.
Paradas E.
Strologas J.
Triantis F.A.
Tsitsonis D.
Csanad M.
Filipovic N.
Pasztor G.
Suranyi O.
Veres G.I.
Bencze G.
Hajdu C.
Horvath D.
Hunyadi A.
Sikler F.
Veszpremi V.
Vesztergombi G.
Beni N.
Czellar S.
Karancsi J.
Makovec A.
Molnar J.
Szillasi Z.
Bartok M.
Raics P.
Trocsanyi Z.L.
Ujvari B.
Choudhury S.
Komaragiri J.R.
Bahinipati S.
Mal P.
Mandal K.
Nayak A.
Sahoo D.K.
Sahoo N.
Swain S.K.
Bansal S.
Beri S.B.
Bhatnagar V.
Chawla R.
Dhingra N.
Kaur A.
Kaur M.
Kaur S.
Kumar R.
Kumari P.
Mehta A.
Singh J.B.
Walia G.
Bhardwaj A.
Chauhan S.
Choudhary B.C.
Garg R.B.
Keshri S.
Kumar A.
Malhotra S.
Naimuddin M.
Ranjan K.
Shah A.
Sharma R.
Bhardwaj R.
Bhattacharya R.
Bhattacharya S.
Bhawandeep U.
Bhowmik D.
Dey S.
Dutt S.
Dutta S.
Majumdar N.
Modak A.
Mondal K.
Mukhopadhyay S.
Nandan S.
Purohit A.
Rout P.K.
Roy A.
Roy Chowdhury S.
Sarkar S.
Sharan M.
Singh B.
Thakur S.
Behera P.K.
Chudasama R.
Dutta D.
Jha V.
Kumar V.
Mohanty A.K.
Netrakanti P.K.
Pant L.M.
Shukla P.
Topkar A.
Aziz T.
Dugad S.
Mahakud B.
Mitra S.
Mohanty G.B.
Sur N.
Sutar B.
Banerjee S.
Chatterjee S.
Das P.
Guchait M.
Jain S.
Kumar S.
Maity M.
Majumder G.
Mazumdar K.
Sarkar T.
Wickramage N.
Dube S.
Hegde V.
Kapoor A.
Kothekar K.
Pandey S.
Rane A.
Sharma S.
Chenarani S.
Eskandari Tadavani E.
Etesami S.M.
Khakzad M.
Mohammadi Najafabadi M.
Naseri M.
Paktinat Mehdiabadi S.
Rezaei Hosseinabadi F.
Safarzadeh B.
Zeinali M.
Felcini M.
Grunewald M.
Abbrescia M.
Calabria C.
Colaleo A.
Creanza D.
Cristella L.
De Filippis N.
De Palma M.
Errico F.
Giacomelli P.
Iaselli G.
Lezki S.
Maggi G.
Maggi M.
Marangelli B.
Miniello G.
My S.
Nuzzo S.
Pompili A.
Pugliese G.
Radogna R.
Ranieri A.
Selvaggi G.
Sharma A.
Silvestris L.
Venditti R.
Verwilligen P.
Zito G.
Abbiendi G.
Battilana C.
Bonacorsi D.
Borgonovi L.
Braibant-Giacomelli S.
Campanini R.
Capiluppi P.
Castro A.
Cavallo F.R.
Chhibra S.S.
Codispoti G.
Cuffiani M.
Dallavalle G.M.
Fabbri F.
Fanfani A.
Fasanella D.
Grandi C.
Guiducci L.
Iemmi F.
Marcellini S.
Masetti G.
Montanari A.
Navarria F.L.
Perrotta A.
Rossi A.M.
Rovelli T.
Siroli G.P.
Tosi N.
Albergo S.
Costa S.
Di Mattia A.
Giordano F.
Potenza R.
Tricomi A.
Tuve C.
Barbagli G.
Chatterjee K.
Ciulli V.
Civinini C.
DAlessandro R.
Focardi E.
Lenzi P.
Meschini M.
Paoletti S.
Russo L.
Sguazzoni G.
Strom D.
Viliani L.
Benussi L.
Bianco S.
Piccolo D.
Primavera F.
Calvelli V.
Ferro F.
Ravera F.
Robutti E.
Tosi S.
Benaglia A.
Beschi A.
Brianza L.
Brivio F.
Ciriolo V.
Dinardo M.E.
Fiorendi S.
Gennai S.
Ghezzi A.
Govoni P.
Malberti M.
Malvezzi S.
Manzoni R.A.
Menasce D.
Moroni L.
Paganoni M.
Pauwels K.
Pedrini D.
Pigazzini S.
Ragazzi S.
Tabarelli De Fatis T.
Buontempo S.
Cavallo N.
Di Guida S.
Fabozzi F.
Fienga F.
Iorio A.O.M.
Khan W.A.
Lista L.
Meola S.
Paolucci P.
Sciacca C.
Thyssen F.
Azzi P.
Bacchetta N.
Benato L.
Bisello D.
Boletti A.
Carlin R.
Checchia P.
DallOsso M.
De Castro Manzano P.
Dorigo T.
Dosselli U.
Gasparini F.
Gasparini U.
Gozzelino A.
Lacaprara S.
Lujan P.
Margoni M.
Meneguzzo A.T.
Pozzobon N.
Ronchese P.
Rossin R.
Simonetto F.
Tiko A.
Torassa E.
Zanetti M.
Zotto P.
Zumerle G.
Magnani A.
Montagna P.
Ratti S.P.
Re V.
Ressegotti M.
Riccardi C.
Salvini P.
Vai I.
Vitulo P.
Alunni Solestizi L.
Biasini M.
Bilei G.M.
Cecchi C.
Ciangottini D.
Fano L.
Lariccia P.
Leonardi R.
Manoni E.
Mantovani G.
Mariani V.
Menichelli M.
Rossi A.
Santocchia A.
Spiga D.
Androsov K.
Azzurri P.
Bagliesi G.
Bianchini L.
Boccali T.
Borrello L.
Castaldi R.
Ciocci M.A.
DellOrso R.
Fedi G.
Giannini L.
Giassi A.
Grippo M.T.
Ligabue F.
Lomtadze T.
Manca E.
Mandorli G.
Messineo A.
Palla F.
Rizzi A.
Spagnolo P.
Tenchini R.
Tonelli G.
Venturi A.
Verdini P.G.
Barone L.
Cavallari F.
Cipriani M.
Daci N.
Del Re D.
Di Marco E.
Diemoz M.
Gelli S.
Longo E.
Margaroli F.
Marzocchi B.
Meridiani P.
Organtini G.
Paramatti R.
Preiato F.
Rahatlou S.
Rovelli C.
Santanastasio F.
Amapane N.
Arcidiacono R.
Argiro S.
Arneodo M.
Bartosik N.
Bellan R.
Biino C.
Cartiglia N.
Cenna F.
Costa M.
Covarelli R.
Degano A.
Demaria N.
Kiani B.
Mariotti C.
Maselli S.
Migliore E.
Monaco V.
Monteil E.
Monteno M.
Obertino M.M.
Pacher L.
Pastrone N.
Pelliccioni M.
Pinna Angioni G.L.
Romero A.
Ruspa M.
Sacchi R.
Shchelina K.
Sola V.
Solano A.
Staiano A.
Traczyk P.
Belforte S.
Casarsa M.
Cossutti F.
Della Ricca G.
Zanetti A.
Kim D.H.
Kim G.N.
Kim M.S.
Lee J.
Lee S.
Lee S.W.
Moon C.S.
Oh Y.D.
Sekmen S.
Son D.C.
Yang Y.C.
Kim H.
Moon D.H.
Oh G.
Brochero Cifuentes J.A.
Goh J.
Kim T.J.
Cho S.
Choi S.
Go Y.
Gyun D.
Ha S.
Hong B.
Jo Y.
Kim Y.
Lee K.
Lee K.S.
Lim J.
Park S.K.
Roh Y.
Almond J.
Kim J.
Kim J.S.
Lee H.
Nam K.
Oh S.B.
Radburn-Smith B.C.
Seo S.H.
Yang U.K.
Yoo H.D.
Yu G.B.
Kim J.H.
Lee J.S.H.
Park I.C.
Choi Y.
Hwang C.
Yu I.
Dudenas V.
Juodagalvis A.
Vaitkus J.
Ahmed I.
Ibrahim Z.A.
Md Ali M.A.B.
Mohamad Idris F.
Wan Abdullah W.A.T.
Yusli M.N.
Zolkapli Z.
Duran-Osuna M.C.
Castilla-Valdez H.
De La Cruz-Burelo E.
Ramirez-Sanchez G.
Heredia-De La Cruz I.
Rabadan-Trejo R.I.
Lopez-Fernandez R.
Mejia Guisao J.
Reyes-Almanza R.
Sanchez-Hernandez A.
Carrillo Moreno S.
Oropeza Barrera C.
Vazquez Valencia F.
Eysermans J.
Pedraza I.
Salazar Ibarguen H.A.
Uribe Estrada C.
Morelos Pineda A.
Krofcheck D.
Butler P.H.
Ahmad A.
Hassan Q.
Hoorani H.R.
Saddique A.
Shah M.A.
Shoaib M.
Waqas M.
Bialkowska H.
Bluj M.
Boimska B.
Frueboes T.
Gorski M.
Kazana M.
Nawrocki K.
Szleper M.
Zalewski P.
Bunkowski K.
Byszuk A.
Doroba K.
Kalinowski A.
Konecki M.
Krolikowski J.
Misiura M.
Olszewski M.
Pyskir A.
Walczak M.
Bargassa P.
Da Cruz E Silva C.B.
Di Francesco A.
Faccioli P.
Galinhas B.
Gallinaro M.
Hollar J.
Leonardo N.
Lloret Iglesias L.
Nemallapudi M.V.
Seixas J.
Strong G.
Toldaiev O.
Vadruccio D.
Varela J.
Afanasiev S.
Bunin P.
Gavrilenko M.
Golutvin I.
Gorbunov I.
Kamenev A.
Karjavin V.
Lanev A.
Malakhov A.
Matveev V.
Moisenz P.
Palichik V.
Perelygin V.
Shmatov S.
Shulha S.
Skatchkov N.
Smirnov V.
Voytishin N.
Zarubin A.
Ivanov Y.
Kim V.
Kuznetsova E.
Levchenko P.
Murzin V.
Oreshkin V.
Smirnov I.
Sosnov D.
Sulimov V.
Uvarov L.
Vavilov S.
Vorobyev A.
Andreev Y.
Dermenev A.
Gninenko S.
Golubev N.
Karneyeu A.
Kirsanov M.
Krasnikov N.
Pashenkov A.
Tlisov D.
Toropin A.
Epshteyn V.
Gavrilov V.
Lychkovskaya N.
Popov V.
Pozdnyakov I.
Safronov G.
Spiridonov A.
Stepennov A.
Stolin V.
Toms M.
Vlasov E.
Zhokin A.
Aushev T.
Bylinkin A.
Chadeeva M.
Parygin P.
Philippov D.
Polikarpov S.
Popova E.
Rusinov V.
Andreev V.
Azarkin M.
Dremin I.
Kirakosyan M.
Rusakov S.V.
Terkulov A.
Baskakov A.
Belyaev A.
Boos E.
Demiyanov A.
Ershov A.
Gribushin A.
Kodolova O.
Korotkikh V.
Lokhtin I.
Miagkov I.
Obraztsov S.
Petrushanko S.
Savrin V.
Snigirev A.
Vardanyan I.
Blinov V.
Shtol D.
Skovpen Y.
Azhgirey I.
Bayshev I.
Bitioukov S.
Elumakhov D.
Godizov A.
Kachanov V.
Kalinin A.
Konstantinov D.
Mandrik P.
Petrov V.
Ryutin R.
Sobol A.
Troshin S.
Tyurin N.
Uzunian A.
Volkov A.
Babaev A.
Adzic P.
Cirkovic P.
Devetak D.
Dordevic M.
Milosevic J.
Alcaraz Maestre J.
Alvarez Fernandez A.
Bachiller I.
Barrio Luna M.
Cerrada M.
Colino N.
De La Cruz B.
Delgado Peris A.
Fernandez Bedoya C.
Fernandez Ramos J.P.
Flix J.
Fouz M.C.
Gonzalez Lopez O.
Goy Lopez S.
Hernandez J.M.
Josa M.I.
Moran D.
Perez-Calero Yzquierdo A.
Puerta Pelayo J.
Redondo I.
Romero L.
Soares M.S.
Triossi A.
Albajar C.
De Troconiz J.F.
Cuevas J.
Erice C.
Fernandez Menendez J.
Gonzalez Caballero I.
Gonzalez Fernandez J.R.
Palencia Cortezon E.
Sanchez Cruz S.
Vischia P.
Vizan Garcia J.M.
Cabrillo I.J.
Calderon A.
Chazin Quero B.
Duarte Campderros J.
Fernandez M.
Fernandez Manteca P.J.
Garcia Alonso A.
Garcia-Ferrero J.
Gomez G.
Lopez Virto A.
Marco J.
Martinez Rivero C.
Martinez Ruiz Del Arbol P.
Matorras F.
Piedra Gomez J.
Prieels C.
Rodrigo T.
Ruiz-Jimeno A.
Scodellaro L.
Trevisani N.
Vila I.
Vilar Cortabitarte R.
Abbaneo D.
Akgun B.
Auffray E.
Baillon P.
Ball A.H.
Barney D.
Bendavid J.
Bianco M.
Bocci A.
Botta C.
Camporesi T.
Castello R.
Cepeda M.
Cerminara G.
Chapon E.
DEnterria D.
Dabrowski A.
Daponte V.
David A.
De Gruttola M.
De Roeck A.
Deelen N.
Dobson M.
Du Pree T.
Dunser M.
Dupont N.
Elliott-Peisert A.
Everaerts P.
Fallavollita F.
Franzoni G.
Fulcher J.
Funk W.
Gigi D.
Gilbert A.
Gill K.
Glege F.
Gulhan D.
Hegeman J.
Innocente V.
Jafari A.
Janot P.
Karacheban O.
Kieseler J.
Knunz V.
Kornmayer A.
Kortelainen M.J.
Krammer M.
Lange C.
Lecoq P.
Lourenco C.
Lucchini M.T.
Kilminster B.
Mannelli M.
Martelli A.
Meijers F.
Merlin J.A.
Mersi S.
Meschi E.
Milenovic P.
Moortgat F.
Mulders M.
Neugebauer H.
Ngadiuba J.
Orfanelli S.
Orsini L.
Pape L.
Perez E.
Peruzzi M.
Petrilli A.
Petrucciani G.
Pfeiffer A.
Pierini M.
Pitters F.M.
Rabady D.
Racz A.
Reis T.
Rolandi G.
Rovere M.
Sakulin H.
Schafer C.
Schwick C.
Seidel M.
Selvaggi M.
Silva P.
Sphicas P.
Stakia A.
Steggemann J.
Stoye M.
Tosi M.
Treille D.
Tsirou A.
Veckalns V.
Verweij M.
Zeuner W.D.
Bertl W.
Caminada L.
Deiters K.
Erdmann W.
Horisberger R.
Ingram Q.
Kaestli H.C.
Kotlinski D.
Langenegger U.
Rohe T.
Wiederkehr S.A.
Backhaus M.
Bani L.
Berger P.
Casal B.
Dissertori G.
Dittmar M.
Donega M.
Dorfer C.
Grab C.
Heidegger C.
Hits D.
Hoss J.
Kasieczka G.
Klijnsma T.
Lustermann W.
Mangano B.
Marionneau M.
Meinhard M.T.
Meister D.
Micheli F.
Musella P.
Nessi-Tedaldi F.
Pandolfi F.
Pata J.
Pauss F.
Perrin G.
Perrozzi L.
Quittnat M.
Reichmann M.
Sanz Becerra D.A.
Schonenberger M.
Shchutska L.
Tavolaro V.R.
Theofilatos K.
Vesterbacka Olsson M.L.
Wallny R.
Zhu D.H.
Aarrestad T.K.
Amsler C.
Canelli M.F.
De Cosa A.
Del Burgo R.
Donato S.
Galloni C.
Hreus T.
Pinna D.
Rauco G.
Robmann P.
Salerno D.
Schweiger K.
Seitz C.
Takahashi Y.
Zucchetta A.
Candelise V.
Chang Y.H.
Cheng K.Y.
Doan T.H.
Khurana R.
Kuo C.M.
Lin W.
Pozdnyakov A.
Yu S.S.
Chang P.
Chao Y.
Chen K.F.
Chen P.H.
Fiori F.
Hou W.-S.
Hsiung Y.
Liu Y.F.
Lu R.-S.
Paganis E.
Psallidas A.
Steen A.
Tsai J.F.
Kovitanggoon K.
Singh G.
Bakirci M.N.
Bat A.
Boran F.
Damarseckin S.
Demiroglu Z.S.
Dozen C.
Eskut E.
Girgis S.
Gokbulut G.
Guler Y.
Hos I.
Kangal E.E.
Kara O.
Kiminsu U.
Oglakci M.
Onengut G.
Ozdemir K.
Ozturk S.
Polatoz A.
Sunar Cerci D.
Tok U.G.
Turkcapar S.
Zorbakir I.S.
Zorbilmez C.
Karapinar G.
Ocalan K.
Yalvac M.
Zeyrek M.
Gulmez E.
Kaya M.
Kaya O.
Tekten S.
Yetkin E.A.
Agaras M.N.
Atay S.
Cakir A.
Cankocak K.
Komurcu Y.
Grynyov B.
Levchuk L.
Ball F.
Beck L.
Brooke J.J.
Burns D.
Clement E.
Cussans D.
Davignon O.
Flacher H.
Goldstein J.
Heath G.P.
Heath H.F.
Kreczko L.
Newbold D.M.
Paramesvaran S.
Sakuma T.
Seif El Nasr-Storey S.
Smith D.
Smith V.J.
Brew C.
Brown R.M.
Calligaris L.
Cieri D.
Cockerill D.J.A.
Coughlan J.A.
Harder K.
Harper S.
Linacre J.
Olaiya E.
Petyt D.
Shepherd-Themistocleous C.H.
Thea A.
Tomalin I.R.
Williams T.
Womersley W.J.
Auzinger G.
Bainbridge R.
Bloch P.
Borg J.
Breeze S.
Buchmuller O.
Bundock A.
Casasso S.
Citron M.
Colling D.
Corpe L.
Dauncey P.
Davies G.
Della Negra M.
Di Maria R.
Haddad Y.
Hall G.
Iles G.
James T.
Lane R.
Laner C.
Lyons L.
Magnan A.-M.
Malik S.
Mastrolorenzo L.
Matsushita T.
Nash J.
Nikitenko A.
Palladino V.
Pesaresi M.
Raymond D.M.
Richards A.
Rose A.
Scott E.
Seez C.
Shtipliyski A.
Summers S.
Tapper A.
Uchida K.
Vazquez Acosta M.
Virdee T.
Wardle N.
Winterbottom D.
Wright J.
Cole J.E.
Hobson P.R.
Khan A.
Kyberd P.
Morton A.
Reid I.D.
Teodorescu L.
Zahid S.
Borzou A.
Call K.
Dittmann J.
Hatakeyama K.
Liu H.
Pastika N.
Smith C.
Bartek R.
Dominguez A.
Buccilli A.
Cooper S.I.
Henderson C.
Rumerio P.
West C.
Arcaro D.
Avetisyan A.
Bose T.
Gastler D.
Rankin D.
Richardson C.
Rohlf J.
Sulak L.
Zou D.
Benelli G.
Cutts D.
Hadley M.
Hakala J.
Heintz U.
Hogan J.M.
Kwok K.H.M.
Laird E.
Landsberg G.
Mao Z.
Narain M.
